dataset,missing_ratio,missing_pattern,missing_pattern_label,algorithm,algorithm_label,fold_index,imputer,tuned_k,train_objects,validation_objects,test_objects,reduction_time,tuning_time,preprocessing_time,selection_pipeline_time,selected_attributes,reduction_rate,test_f1_score,test_ranking_loss,test_coverage,test_hamming_loss,chosen_features
yeast,0.1,mcar,MCAR,mfs-mcdm,MFS-MCDM,2,knn,11,20,4,20,0.00118720799946459,8.741486416998669,0.010815041998284869,8.753488666996418,11,89.32038834951457,0.4482862055301666,0.3030555555555556,9.15,0.31538461538461543,"Att10,Att11,Att16,Att26,Att30,Att32,Att36,Att55,Att69,Att72,Att85"
yeast,0.1,mcar,MCAR,fimf,FIMF,1,missforest,3,20,4,20,0.1781424170039827,10.188675500001409,7.941345374994853,18.308163292000245,3,97.0873786407767,0.44890332221984863,0.31876700680272113,9.1,0.3576923076923077,"Att30,Att51,Att87"
yeast,0.1,mcar,MCAR,fimf,FIMF,2,em,2,20,4,20,0.17367849999573082,9.20678420799959,0.35100524999870686,9.731467957994028,2,98.05825242718447,0.38107866048812866,0.2689583333333333,8.35,0.3076923076923077,"Att46,Att101"
yeast,0.1,mcar,MCAR,ml-csfs,ML-CSFS,1,em,11,20,4,20,3.2028339590033283,23.582017084001563,0.7068183340015821,27.491669377006474,11,89.32038834951457,0.4874134659767151,0.3018061997526283,9.45,0.3307692307692308,"Att43,Att83,Att85,Att88,Att89,Att90,Att91,Att94,Att96,Att99,Att102"
yeast,0.1,mcar,MCAR,ml-csfs,ML-CSFS,2,em,3,20,4,20,0.41397608300030697,14.373564749999787,0.376303042001382,15.163843875001476,3,97.0873786407767,0.4774070680141449,0.2890277777777778,8.6,0.3153846153846153,"Att17,Att82,Att100"
yeast,0.15,mcar,MCAR,ours,Ours,1,native,1,20,0,20,0.008001083995623048,0.0,0.0,0.008001417001651134,1,99.02912621359224,0.43073588609695435,0.29044758812615956,8.45,0.3384615384615385,Att1
yeast,0.15,mcar,MCAR,ours,Ours,2,native,1,20,0,20,0.007713749997492414,0.0,0.0,0.007713999999396037,1,99.02912621359224,0.4821825921535492,0.2890972222222222,8.55,0.2923076923076923,Att1
yeast,0.15,mcar,MCAR,mcb-ar,MCB-AR,1,native,1,20,0,20,0.010350249998737127,0.0,0.0,0.010350249998737127,1,99.02912621359224,0.4731420874595642,0.3319345238095238,9.05,0.3384615384615384,Att2
yeast,0.15,mcar,MCAR,mcb-ar,MCB-AR,2,native,1,20,0,20,0.011235874997510109,0.0,0.0,0.011235874997510109,1,99.02912621359224,0.46166667342185974,0.2521527777777778,8.3,0.2961538461538462,Att6
yeast,0.15,mcar,MCAR,mfs-mcdm,MFS-MCDM,1,knn,21,20,4,20,0.0010976670018862933,10.955419958001585,0.012757791999320034,10.969275417002791,21,79.6116504854369,0.48646658658981323,0.3172236394557823,9.45,0.34615384615384615,"Att2,Att3,Att13,Att15,Att18,Att19,Att21,Att25,Att40,Att48,Att62,Att67,Att69,Att70,Att73,Att74,Att75,Att77,Att84,Att86,Att103"
